"","dataID","HHuniqueID","Communication.x","LastContactDay","LastContactMonth","NoOfContacts.x","DaysPassed.x","PrevAttempts.x","past_Outcome.x","Y_AcceptedOffer.x","DTPrediction.0","DTPrediction.1","RF1Prediction","prospectRF500.0","prospectRF500.1","prospectRF100.0","prospectRF100.1","prospectRFtc.0","prospectRFtc.1","prospectLogReg","prospectLGBoost.0","prospectLGBoost.1","prospectKNN.0","prospectKNN.1","Communication.y","NoOfContacts.y","DaysPassed.y","PrevAttempts.y","carMake","carModel","carYr","headOfhouseholdGender","annualDonations","EstRace","PetsPurchases","DigitalHabits_5_AlwaysOn","AffluencePurchases","Age","Job","Marital","Education","DefaultOnRecord","RecentBalance","HHInsurance","CarLoan","Weekday","CallDayTime","past_Outcome.y","call_dur_min","Y_AcceptedOffer.y","combinedscore","rank"
"11",4459,"HHfb3b9d394b","cellular",9,"jul",1,-1,0,NA,NA,0.222222222222222,0.777777777777778,0.865777777777778,0.16,0.84,0.26,0.74,0.096,0.904,0.000488447447099067,0.00669285092428473,0.993307149075715,0.446808510638298,0.553191489361702,"cellular",1,-1,0,"Cadillac","XLR-V",2016,"M","$911.93 ","",TRUE,5,TRUE,32,"management","married","tertiary",0,794,1,1,"Thursday",14,NA,16.9000000000001,NA,4.80827641621519,86
"12",4323,"HHea9a43ceb7","cellular",30,"apr",1,183,2,"success",NA,0.148936170212766,0.851063829787234,0.386666666666667,0.616,0.384,0.44,0.56,0.652,0.348,0.000825862071217817,0.731058578630005,0.268941421369995,0.297872340425532,0.702127659574468,"cellular",1,183,2,"Volkswagen","Fox",2003,"M","","",TRUE,2,TRUE,54,"technician","married","tertiary",0,395,0,0,"Thursday",14,"success",3.05,NA,3.1141329107317,341
"13",4399,"HH4d87c5df89","cellular",29,"jan",1,261,3,"failure",NA,0.894642857142857,0.105357142857143,0.121222222222222,0.912,0.088,0.88,0.12,0.894,0.106,0.0531866022523232,0.731058578630005,0.268941421369995,0.638297872340426,0.361702127659574,"cellular",1,261,3,"Ford","Explorer",2007,"M","","",FALSE,1,TRUE,45,"blue-collar","married","primary",0,300,1,0,"Wednesday",9,"failure",3.38333333333328,NA,1.05000069188671,674
"14",4290,"HH32827939bb","cellular",6,"aug",4,-1,0,NA,NA,0.888888888888889,0.111111111111111,0.612555555555556,0.388,0.612,0.38,0.62,0.326,0.674,0.999629513590507,0.268941421369995,0.731058578630005,0.468085106382979,0.531914893617021,"cellular",4,-1,0,"Hyundai","Tiburon",2018,"F","","",FALSE,5,FALSE,30,"management","single","tertiary",0,2876,0,0,"Thursday",16,NA,1.71666666666672,NA,3.28008458335814,324
"15",4477,"HHbe177d8e20",NA,26,"may",1,-1,0,NA,NA,0.222222222222222,0.777777777777778,0.716388888888889,0.292,0.708,0.33,0.67,0.276,0.724,0.502814286714825,0.731058578630005,0.268941421369995,0.6875,0.3125,"not provided",1,-1,0,"Chevrolet","Aveo",2018,"M","","",FALSE,3,TRUE,29,"technician","single","tertiary",0,1185,1,0,"Tuesday",10,NA,8.93333333333334,NA,3.46121919914777,304
"16",4075,"HH2ea31b54ea",NA,24,"oct",1,-1,0,NA,NA,0.894642857142857,0.105357142857143,0.132888888888889,0.894,0.106,0.87,0.13,0.846,0.154,1.79336297890525e-05,0.268941421369995,0.731058578630005,0.829787234042553,0.170212765957447,"not provided",1,-1,0,"Chevrolet","Corvair",1970,"F","$127.67 ","",TRUE,3,TRUE,50,"management","single","tertiary",0,3537,0,0,"Saturday",12,NA,5.08333333333338,NA,1.39662848744459,596
"17",4567,"HHee7a04dd81","cellular",14,"apr",1,-1,0,NA,NA,0.787671232876712,0.212328767123288,0.846166666666667,0.146,0.854,0.18,0.82,0.194,0.806,0.999891951024738,0.0474258731775666,0.952574126822433,0.51063829787234,0.48936170212766,"cellular",1,-1,0,"Ford","Aspire",2004,"F","","",FALSE,1,FALSE,34,"management","married","tertiary",0,703,1,0,"Tuesday",10,NA,5.70000000000001,NA,4.13426459607338,193
"18",4731,"HH635bcf621c","cellular",17,"apr",1,-1,0,NA,NA,0.222222222222222,0.777777777777778,0.650111111111111,0.334,0.666,0.49,0.51,0.294,0.706,0.2772333645745,0.268941421369995,0.731058578630005,0.659574468085106,0.340425531914894,"cellular",1,-1,0,"Lexus","RX",2019,"F","","",FALSE,3,TRUE,39,"services","married","secondary",0,186,1,0,"Friday",13,NA,7.21666666666662,NA,3.73126188832268,250
"19",4352,"HH5e1a2aad93",NA,5,"may",2,-1,0,NA,NA,0.222222222222222,0.777777777777778,0.115777777777778,0.868,0.132,0.92,0.08,0.832,0.168,0.0956930440695746,0.952574126822433,0.0474258731775668,0.914893617021277,0.0851063829787234,"not provided",2,-1,0,"Ford","F350",2015,"F","","",TRUE,2,FALSE,54,"services","married","secondary",0,214,1,0,"Tuesday",16,NA,7.6333333333333,NA,1.29031003393407,620
"20",4022,"HH3accddf412","cellular",22,"jun",1,-1,0,NA,NA,0.878048780487805,0.121951219512195,0.153333333333333,0.832,0.168,0.68,0.32,0.864,0.136,0.00121417342908985,0.952574126822433,0.0474258731775668,0.48936170212766,0.51063829787234,"cellular",1,-1,0,"Volvo","V40",2013,"F","","",TRUE,1,FALSE,68,"retired","married","secondary",0,0,0,0,"Monday",17,NA,9.76666666666654,NA,1.3040153905621,616
"21",4670,"HHdb87dc6e7a","cellular",16,"oct",2,-1,0,NA,NA,0.222222222222222,0.777777777777778,0.962055555555556,0.05,0.95,0.04,0.96,0.02,0.98,0.999970396293447,0.00669285092428473,0.993307149075715,0.702127659574468,0.297872340425532,"cellular",2,-1,0,"Ford","C-MAX Hybrid",2019,"M","","",FALSE,3,TRUE,40,"technician","married","secondary",0,2338,0,0,"Friday",9,NA,11.95,NA,4.95895726727903,64
"22",4556,"HH018a253250","cellular",29,"oct",1,-1,0,NA,NA,0.894642857142857,0.105357142857143,0.0522777777777777,0.926,0.074,0.96,0.04,0.958,0.042,0.0703582554910573,0.993307149075715,0.00669285092428486,0.638297872340426,0.361702127659574,"cellular",1,-1,0,"Volvo","S40",2019,"M","","Costa Rican",FALSE,3,FALSE,36,"management","married","tertiary",0,203,0,0,"Thursday",13,NA,2.31666666666666,NA,0.629752121441002,828
"23",4128,"HHd2c1ba3d3d","cellular",30,"jan",2,2,1,"other",NA,0.894642857142857,0.105357142857143,0.435888888888889,0.548,0.452,0.57,0.43,0.548,0.452,0.385731313800243,0.268941421369995,0.731058578630005,0.468085106382979,0.531914893617021,"cellular",2,2,1,"Ford","",2013,"M","","",TRUE,4,TRUE,26,"technician","single","tertiary",0,152,0,0,"Thursday",9,"other",2.51666666666669,NA,2.70233061510417,404
"24",4057,"HH842006bab1","cellular",21,"aug",1,-1,0,NA,NA,0.346938775510204,0.653061224489796,0.266888888888889,0.71,0.29,0.77,0.23,0.684,0.316,7.8386411062114e-06,0.0474258731775666,0.952574126822433,0.872340425531915,0.127659574468085,"cellular",1,-1,0,"Mitsubishi","Outlander",2019,"F","$555.37 ","",TRUE,1,FALSE,61,"admin.","married","secondary",0,1046,1,0,"Friday",13,NA,2.63333333333332,NA,2.56929492578031,419
"25",4372,"HH98f9613a48","cellular",18,"nov",1,-1,0,NA,NA,0.894642857142857,0.105357142857143,0.0767777777777777,0.904,0.096,0.88,0.12,0.928,0.072,0.0726947106404858,0.731058578630005,0.268941421369995,0.574468085106383,0.425531914893617,"cellular",1,-1,0,"Pontiac","6000",1996,"M","","",FALSE,4,TRUE,32,"services","single","secondary",0,148,1,0,"Wednesday",10,NA,2.49999999999999,NA,1.08783047912075,661
"26",4365,"HH61b5b4154a","cellular",17,"jun",2,134,4,"success",NA,0.148936170212766,0.851063829787234,0.505777777777778,0.502,0.498,0.43,0.57,0.556,0.444,0.000417029279544255,0.952574126822433,0.0474258731775668,0.382978723404255,0.617021276595745,"cellular",2,134,4,"Mazda","Millenia",2011,"M","","",TRUE,2,FALSE,52,"blue-collar","married","secondary",0,955,0,1,"Wednesday",12,"success",5.01666666666676,NA,3.02751097956055,356
"27",4393,"HHbdbd4a4852","cellular",21,"nov",4,-1,0,NA,NA,0.894642857142857,0.105357142857143,0.188722222222222,0.786,0.214,0.8,0.2,0.836,0.164,2.75210562037536e-06,0.731058578630005,0.268941421369995,0.702127659574468,0.297872340425532,"cellular",4,-1,0,"Toyota","Sienna",2019,"M","$483.35 ","",FALSE,2,FALSE,36,"management","married","tertiary",0,6138,1,1,"Saturday",9,NA,5.96666666666667,NA,1.25017090465267,625
"28",4608,"HHf495e8e082","cellular",19,"aug",6,-1,0,NA,NA,0.222222222222222,0.777777777777778,0.889444444444445,0.132,0.868,0.2,0.8,0.076,0.924,0.916805223605676,0.0474258731775666,0.952574126822433,0.468085106382979,0.531914893617021,"cellular",6,-1,0,"Mazda","MX-5",2012,"F","","",FALSE,3,FALSE,43,"management","single","tertiary",0,483,0,0,"Wednesday",11,NA,15.8333333333333,NA,4.85426679821723,80
"29",4419,"HH0012228ae0","cellular",6,"may",2,-1,0,NA,NA,0.894642857142857,0.105357142857143,0.0674444444444444,0.934,0.066,0.9,0.1,0.948,0.052,0.071469314275405,0.731058578630005,0.268941421369995,0.702127659574468,0.297872340425532,"cellular",2,-1,0,"Mercedes-Benz","M-Class",2010,"F","","",FALSE,5,FALSE,42,"admin.","divorced","secondary",0,24,1,0,"Wednesday",11,NA,3.65000000000001,NA,0.89017090465267,729
"30",4798,"HH8511d035be","cellular",26,"aug",13,-1,0,NA,NA,0.222222222222222,0.777777777777778,0.651277777777778,0.364,0.636,0.34,0.66,0.328,0.672,7.6248377728696e-05,0.0474258731775666,0.952574126822433,0.51063829787234,0.48936170212766,"cellular",13,-1,0,"Nissan","Altima",2017,"F","$1,145.30 ","",TRUE,4,FALSE,41,"management","divorced","tertiary",0,1757,0,0,"Wednesday",17,NA,8.58333333333329,NA,4.18771360672787,183
"31",4994,"HHdd589f5523",NA,1,"jul",3,-1,0,NA,NA,0.894642857142857,0.105357142857143,0.00166666666666641,0.998,0.002,0.99,0.01,0.994,0.006,0.00476188282468574,0.993307149075715,0.00669285092428486,0.872340425531915,0.127659574468085,"not provided",3,-1,0,"Volvo","XC90",2019,"M","","",FALSE,4,TRUE,41,"services","married","secondary",0,138,1,0,"Wednesday",14,NA,2.26666666666665,NA,0.257709568249513,986
"32",4130,"HHba3994b995","cellular",19,"nov",4,-1,0,NA,NA,0.222222222222222,0.777777777777778,0.885833333333333,0.112,0.888,0.17,0.83,0.058,0.942,0.946861839843955,0.0474258731775666,0.952574126822433,0.723404255319149,0.276595744680851,"cellular",4,-1,0,"Mazda","Miata MX-5",2019,"M","","Asian Indian",FALSE,5,TRUE,35,"technician","married","secondary",0,0,1,0,"Thursday",14,NA,10.7333333333335,NA,4.66694764928106,115
"33",4169,"HH600afe9fb6",NA,15,"may",4,-1,0,NA,NA,0.894642857142857,0.105357142857143,0.0492222222222221,0.946,0.054,0.94,0.06,0.958,0.042,0.0315878405397775,0.993307149075715,0.00669285092428486,0.808510638297872,0.191489361702128,"not provided",4,-1,0,"Chevrolet","Express 1500",2010,"M","","",TRUE,1,FALSE,55,"management","single","tertiary",0,1092,1,1,"Friday",12,NA,3.36666666666666,NA,0.459539355483555,913
"34",4859,"HH119b4ec248","cellular",16,"feb",1,-1,0,NA,NA,0.894642857142857,0.105357142857143,0.780055555555556,0.206,0.794,0.28,0.72,0.202,0.798,0.801603564168696,0.268941421369995,0.731058578630005,0.468085106382979,0.531914893617021,"cellular",1,-1,0,"Porsche","911",2017,"F","","",TRUE,3,FALSE,28,"self-employed","single","tertiary",0,805,0,0,"Sunday",10,NA,5.51666666666668,NA,3.68033061510417,260
"35",4103,"HH6d48cca377","telephone",11,"sep",2,95,3,"other",NA,0.894642857142857,0.105357142857143,0.404333333333333,0.554,0.446,0.55,0.45,0.568,0.432,4.32371130979718e-05,0.0474258731775666,0.952574126822433,0.595744680851064,0.404255319148936,"telephone",2,95,3,"Volkswagen","Eos",2018,"F","$609.35 ","Tlingit-Haida",TRUE,3,FALSE,28,"blue-collar","single","secondary",0,322,0,0,"Friday",15,"other",3.99999999999999,NA,2.79018658882851,396
"36",4237,"HHe3956c27da",NA,20,"may",1,-1,0,NA,NA,0.787671232876712,0.212328767123288,0.351611111111111,0.626,0.374,0.66,0.34,0.516,0.484,0.997733299095889,0.731058578630005,0.268941421369995,0.872340425531915,0.127659574468085,"not provided",1,-1,0,"Volvo","S70",2010,"F","","",FALSE,2,FALSE,36,"technician","single","secondary",0,380,1,0,"Wednesday",17,NA,2.23333333333326,NA,1.80692976296137,522
"37",4303,"HHacd7d6fe45","cellular",12,"may",1,370,2,"failure",NA,0.222222222222222,0.777777777777778,0.715833333333333,0.294,0.706,0.29,0.71,0.328,0.672,0.818590619514877,0.0474258731775666,0.952574126822433,0.680851063829787,0.319148936170213,"cellular",1,370,2,"GMC","Sierra 3500",2019,"M","","",TRUE,1,FALSE,30,"services","single","secondary",0,-158,1,0,"Tuesday",13,"failure",7.09999999999999,NA,4.13750084077042,191
"38",4698,"HH02ef020a4a","cellular",29,"jul",2,-1,0,NA,NA,0.894642857142857,0.105357142857143,0.601333333333333,0.404,0.596,0.38,0.62,0.366,0.634,0.465522530958768,0.268941421369995,0.731058578630005,0.617021276595745,0.382978723404255,"cellular",2,-1,0,"Porsche","911",2006,"F","","",TRUE,5,FALSE,47,"services","single","secondary",0,917,0,0,"Wednesday",9,NA,4.88333333333335,NA,3.0693944448914,351
"39",4716,"HH0265bbee08","cellular",7,"aug",2,-1,0,NA,NA,0.894642857142857,0.105357142857143,0.0960555555555555,0.904,0.096,0.88,0.12,0.936,0.064,0.0336043891924472,0.952574126822433,0.0474258731775668,0.765957446808511,0.234042553191489,"cellular",2,-1,0,"Lexus","ES",2019,"F","","",TRUE,5,FALSE,49,"technician","married","secondary",0,597,1,1,"Friday",17,NA,2.56666666666669,NA,0.666825569226199,817
"40",4837,"HH93a8a9e7b5",NA,26,"may",2,-1,0,NA,NA,0.222222222222222,0.777777777777778,0.848444444444444,0.164,0.836,0.36,0.64,0.082,0.918,0.760136012992095,0.268941421369995,0.731058578630005,0.829787234042553,0.170212765957447,"not provided",2,-1,0,"Dodge","Intrepid",2012,"M","","",TRUE,2,FALSE,37,"blue-collar","married","secondary",0,125,0,0,"Tuesday",9,NA,11.3166666666667,NA,4.07304912236523,210
"41",4696,"HHfcd760e40c","cellular",13,"aug",1,105,2,"failure",NA,0.787671232876712,0.212328767123288,0.65,0.344,0.656,0.46,0.54,0.318,0.682,0.999255048446126,0.268941421369995,0.731058578630005,0.638297872340426,0.361702127659574,"cellular",1,105,2,"Toyota","Prius",2014,"F","","",TRUE,1,FALSE,37,"technician","married","secondary",0,24,1,0,"Thursday",16,"failure",2.26666666666665,NA,3.18308947341287,333
"42",4675,"HH068b8d296f","cellular",21,"nov",5,-1,0,NA,NA,0.894642857142857,0.105357142857143,0.0496666666666666,0.976,0.024,0.93,0.07,0.972,0.028,6.10310444148952e-10,0.952574126822433,0.0474258731775668,0.680851063829787,0.319148936170213,"cellular",5,-1,0,"Shelby","GT500",1978,"M","$1,076.11 ","",FALSE,5,TRUE,57,"self-employed","single","primary",0,6056,1,0,"Saturday",14,NA,0.300000000000047,NA,0.593931952204922,852
"43",4502,"HHf966f0bdd9",NA,6,"may",2,-1,0,NA,NA,0.894642857142857,0.105357142857143,0.00899999999999979,0.968,0.032,0.98,0.02,0.974,0.026,0.0476001133035489,0.952574126822433,0.0474258731775668,0.787234042553192,0.212765957446809,"not provided",2,-1,0,"Lexus","SC",2012,"F","","",TRUE,1,TRUE,55,"blue-collar","married","secondary",0,840,1,0,"Wednesday",11,NA,5.16666666666662,NA,0.443548973481518,924
"44",4580,"HHc4f5c9475f",NA,27,"may",1,-1,0,NA,NA,0.878048780487805,0.121951219512195,0.433055555555556,0.606,0.394,0.54,0.46,0.612,0.388,6.22889897684441e-06,0.731058578630005,0.268941421369995,0.765957446808511,0.234042553191489,"not provided",1,-1,0,"Chevrolet","Venture",2007,"M","$567.13 ","",FALSE,3,TRUE,25,"blue-collar","married","secondary",0,97,1,0,"Wednesday",10,NA,11.8166666666666,NA,1.86693519407368,510
"45",4268,"HH57aaf2b405",NA,28,"may",9,-1,0,NA,NA,0.222222222222222,0.777777777777778,0.482388888888889,0.53,0.47,0.6,0.4,0.5,0.5,5.80019662035426e-06,0.731058578630005,0.268941421369995,0.914893617021277,0.0851063829787234,"not provided",9,-1,0,"GMC","Savana 2500",2016,"F","$744.66 ","",TRUE,3,FALSE,51,"entrepreneur","married",NA,0,606,1,0,"Thursday",14,NA,9.33333333333325,NA,2.5018255821265,429
"46",4485,"HH171fae7734","cellular",25,"feb",1,87,10,"failure",NA,0.346938775510204,0.653061224489796,0.378833333333333,0.656,0.344,0.58,0.42,0.62,0.38,0.0994833452486753,0.731058578630005,0.268941421369995,0.617021276595745,0.382978723404255,"cellular",1,87,10,"Chevrolet","Suburban 1500",2017,"F","","",FALSE,3,FALSE,66,"management","married",NA,0,2149,1,0,"Tuesday",14,"failure",1.63333333333332,NA,2.44898136926405,439
"47",4035,"HH8517bf79bb",NA,19,"may",1,-1,0,NA,NA,0.894642857142857,0.105357142857143,0.0172222222222219,0.99,0.01,0.99,0.01,0.986,0.014,0.00789560475312813,0.999088948805599,0.000911051194400645,0.829787234042553,0.170212765957447,"not provided",1,-1,0,"Saab","900",2001,"F","","",FALSE,5,TRUE,46,"blue-collar","married","primary",0,7934,1,0,"Tuesday",10,NA,2.05,NA,0.31048096000899,979
"48",4542,"HH3fbb640624","cellular",7,"dec",1,-1,0,NA,NA,0.346938775510204,0.653061224489796,0.680111111111111,0.312,0.688,0.35,0.65,0.32,0.68,0.652453342820814,0.268941421369995,0.731058578630005,0.340425531914894,0.659574468085106,"cellular",1,-1,0,"Lincoln","Aviator",2014,"M","","",TRUE,5,TRUE,61,"retired","married","primary",0,103,0,0,"Monday",9,NA,4.86666666666665,NA,4.06169427120491,213
"49",4949,"HHeb44e9178f","cellular",11,"aug",2,-1,0,NA,NA,0.294964028776978,0.705035971223022,0.474166666666667,0.622,0.378,0.62,0.38,0.548,0.452,2.52261784610342e-05,0.268941421369995,0.731058578630005,0.617021276595745,0.382978723404255,"cellular",2,-1,0,"Chevrolet","Equinox",2019,"M","$696.40 ","Paraguayan",FALSE,2,FALSE,30,"technician","single","secondary",0,54,0,0,"Tuesday",11,NA,3.23333333333333,NA,3.02907327325728,355
"50",4534,"HH31e783cded","cellular",11,"aug",2,-1,0,NA,NA,0.294964028776978,0.705035971223022,0.661444444444445,0.342,0.658,0.43,0.57,0.27,0.73,0.599973924308314,0.268941421369995,0.731058578630005,0.638297872340426,0.361702127659574,"cellular",2,-1,0,"Lexus","IS",2014,"M","","",FALSE,5,TRUE,34,"technician","single","secondary",0,1763,0,0,"Tuesday",17,NA,4.1,NA,3.7557966775126,245
"51",4047,"HHf70acd4c5e","cellular",29,"jun",1,586,2,"failure",NA,0.294964028776978,0.705035971223022,0.695388888888889,0.376,0.624,0.4,0.6,0.36,0.64,0.880913209929585,0.0474258731775666,0.952574126822433,0.361702127659574,0.638297872340426,"cellular",1,586,2,"Mitsubishi","Galant",1994,"M","","",TRUE,3,FALSE,60,"retired","married","secondary",0,11,0,0,"Monday",10,"failure",4.41666666666666,NA,4.15990797038588,189
"52",4979,"HHf2c748bc19",NA,4,"jun",15,-1,0,NA,NA,0.222222222222222,0.777777777777778,0.541611111111111,0.466,0.534,0.46,0.54,0.416,0.584,0.178831904054157,0.952574126822433,0.0474258731775668,0.702127659574468,0.297872340425532,"not provided",15,-1,0,"Audi","Allroad",2011,"M","","Shoshone",TRUE,4,TRUE,30,"admin.","divorced","secondary",0,377,1,0,"Thursday",14,NA,8.73333333333331,NA,2.78107599138088,397
"53",4219,"HH52ee5ffcbe","cellular",3,"jun",3,-1,0,NA,NA,0.894642857142857,0.105357142857143,0.572111111111111,0.398,0.602,0.36,0.64,0.37,0.63,0.340223844605406,0.731058578630005,0.268941421369995,0.553191489361702,0.446808510638298,"cellular",3,-1,0,"Lexus","LX",2011,"F","","",FALSE,2,FALSE,30,"management","single","tertiary",0,3340,0,0,"Wednesday",11,NA,3.96666666666667,NA,2.69310707486544,406
"54",4867,"HH0846ec71a5","cellular",13,"aug",2,-1,0,NA,NA,0.878048780487805,0.121951219512195,0.0911666666666666,0.902,0.098,0.83,0.17,0.928,0.072,0.000466050130203161,0.952574126822433,0.0474258731775668,0.617021276595745,0.382978723404255,"cellular",2,-1,0,"Dodge","Journey",2019,"M","","",TRUE,1,TRUE,31,"management","single","tertiary",0,6413,0,0,"Thursday",12,NA,8.61666666666668,NA,0.892355816094017,727
"55",4816,"HH971108bf95","cellular",22,"apr",2,-1,0,NA,NA,0.346938775510204,0.653061224489796,0.597222222222222,0.41,0.59,0.48,0.52,0.348,0.652,0.366926095236436,0.731058578630005,0.268941421369995,0.574468085106383,0.425531914893617,"cellular",2,-1,0,"Honda","",2019,"M","","",FALSE,2,FALSE,69,"retired","divorced","tertiary",0,247,0,0,"Wednesday",12,NA,2.30000000000004,NA,3.10953456075341,342
"56",4855,"HHed7b8acbe1","telephone",18,"nov",1,-1,0,NA,NA,0.894642857142857,0.105357142857143,0.0518888888888888,0.94,0.06,0.89,0.11,0.98,0.02,0.0481261749794009,0.952574126822433,0.0474258731775668,0.680851063829787,0.319148936170213,"telephone",1,-1,0,"Chevrolet","K5 Blazer",2005,"F","","",FALSE,5,TRUE,48,"management","married","tertiary",0,1741,1,1,"Wednesday",13,NA,0.666666666666718,NA,0.661931952204923,819
"57",4736,"HHe552c385c5","telephone",11,"may",1,284,4,"other",NA,0.894642857142857,0.105357142857143,0.236444444444445,0.73,0.27,0.64,0.36,0.828,0.172,0.313886812075204,0.731058578630005,0.268941421369995,0.702127659574468,0.297872340425532,"telephone",1,284,4,"Dodge","Intrepid",2008,"F","","Melanesian",TRUE,4,FALSE,43,"blue-collar","married","primary",0,1579,1,0,"Monday",17,"other",2.93333333333337,NA,1.47417090465267,579
"58",4896,"HH05013b485d","cellular",18,"jul",1,-1,0,NA,NA,0.894642857142857,0.105357142857143,0.128611111111111,0.878,0.122,0.82,0.18,0.912,0.088,0.135918317951533,0.268941421369995,0.731058578630005,0.74468085106383,0.25531914893617,"cellular",1,-1,0,"","DeVille",2010,"F","","",FALSE,1,TRUE,36,"management","married","tertiary",0,1584,1,0,"Saturday",15,NA,2.9666666666666,NA,1.48173487042332,577
