"","dataID","HHuniqueID","Communication.x","LastContactDay.x","LastContactMonth.x","NoOfContacts.x","DaysPassed.x","PrevAttempts.x","past_Outcome","Y_AcceptedOffer","carMake","carModel","carYr","headOfhouseholdGender","annualDonations","EstRace","PetsPurchases","DigitalHabits_5_AlwaysOn","AffluencePurchases","Age.x","Job.x","Marital.x","Education.x","DefaultOnRecord","RecentBalance","HHInsurance.x","CarLoan.x","Age.y","Job.y","Marital.y","Education.y","Default","Balance","HHInsurance.y","CarLoan.y","Communication.y","LastContactDay.y","LastContactMonth.y","NoOfContacts.y","DaysPassed.y","PrevAttempts.y","Outcome","CallStart","CallEnd","CarInsurance","RFPrediction.0","RFPrediction.1"
"16",4075,"HH2ea31b54ea",NA,24,"oct",1,-1,0,NA,NA,"Chevrolet","Corvair",1970,"F","$127.67 ","",TRUE,3,TRUE,50,"management","single","tertiary",0,3537,0,0,50,"management","single","tertiary",0,3537,0,0,NA,24,"oct",1,-1,0,NA,"12:18:28","12:23:33",NA,0.78,0.22
"17",4567,"HHee7a04dd81","cellular",14,"apr",1,-1,0,NA,NA,"Ford","Aspire",2004,"F","","",FALSE,1,FALSE,34,"management","married","tertiary",0,703,1,0,34,"management","married","tertiary",0,703,1,0,"cellular",14,"apr",1,-1,0,NA,"10:08:09","10:13:51",NA,0.266666666666667,0.733333333333333
"18",4731,"HH635bcf621c","cellular",17,"apr",1,-1,0,NA,NA,"Lexus","RX",2019,"F","","",FALSE,3,TRUE,39,"services","married","secondary",0,186,1,0,39,"services","married","secondary",0,186,1,0,"cellular",17,"apr",1,-1,0,NA,"13:27:18","13:34:31",NA,0.533333333333333,0.466666666666667
"19",4352,"HH5e1a2aad93",NA,5,"may",2,-1,0,NA,NA,"Ford","F350",2015,"F","","",TRUE,2,FALSE,54,"services","married","secondary",0,214,1,0,54,"services","married","secondary",0,214,1,0,NA,5,"may",2,-1,0,NA,"16:34:10","16:41:48",NA,0.876666666666667,0.123333333333333
"20",4022,"HH3accddf412","cellular",22,"jun",1,-1,0,NA,NA,"Volvo","V40",2013,"F","","",TRUE,1,FALSE,68,"retired","married","secondary",0,0,0,0,68,"retired","married","secondary",0,0,0,0,"cellular",22,"jun",1,-1,0,NA,"17:34:13","17:43:59",NA,0.52,0.48
"21",4670,"HHdb87dc6e7a","cellular",16,"oct",2,-1,0,NA,NA,"Ford","C-MAX Hybrid",2019,"M","","",FALSE,3,TRUE,40,"technician","married","secondary",0,2338,0,0,40,"technician","married","secondary",0,2338,0,0,"cellular",16,"oct",2,-1,0,NA,"09:25:35","09:37:32",NA,0.146666666666667,0.853333333333333
"22",4556,"HH018a253250","cellular",29,"oct",1,-1,0,NA,NA,"Volvo","S40",NA,"M","","Costa Rican",FALSE,3,FALSE,36,"management","married","tertiary",0,203,0,0,36,"management","married","tertiary",0,203,0,0,"cellular",29,"oct",1,-1,0,NA,"13:21:22","13:23:41",NA,0.9,0.1
"23",4128,"HHd2c1ba3d3d","cellular",30,"jan",2,2,1,"other",NA,"Ford","",2013,"M","","",TRUE,4,TRUE,26,"technician","single","tertiary",0,152,0,0,26,"technician","single","tertiary",0,152,0,0,"cellular",30,"jan",2,2,1,"other","09:07:50","09:10:21",NA,0.373333333333333,0.626666666666667
"24",4057,"HH842006bab1","cellular",21,"aug",1,-1,0,NA,NA,"Mitsubishi","Outlander",NA,"F","$555.37 ","",TRUE,1,FALSE,61,"admin.","married","secondary",0,1046,1,0,61,"admin.","married","secondary",0,1046,1,0,"cellular",21,"aug",1,-1,0,NA,"13:50:02","13:52:40",NA,0.74,0.26
"25",4372,"HH98f9613a48","cellular",18,"nov",1,-1,0,NA,NA,"Pontiac","6000",1996,"M","","",FALSE,4,TRUE,32,"services","single","secondary",0,148,1,0,32,"services","single","secondary",0,148,1,0,"cellular",18,"nov",1,-1,0,NA,"10:28:46","10:31:16",NA,0.856666666666667,0.143333333333333
"26",4365,"HH61b5b4154a","cellular",17,"jun",2,134,4,"success",NA,"Mazda","Millenia",2011,"M","","",TRUE,2,FALSE,52,"blue-collar","married","secondary",0,955,0,1,52,"blue-collar","married","secondary",0,955,0,1,"cellular",17,"jun",2,134,4,"success","12:16:47","12:21:48",NA,0.37,0.63
"27",4393,"HHbdbd4a4852","cellular",21,"nov",4,-1,0,NA,NA,"Toyota","Sienna",2019,"M","$483.35 ","",FALSE,2,FALSE,36,"management","married","tertiary",0,6138,1,1,36,"management","married","tertiary",0,6138,1,1,"cellular",21,"nov",4,-1,0,NA,"09:18:59","09:24:57",NA,0.83,0.17
"28",4608,"HHf495e8e082","cellular",19,"aug",6,-1,0,NA,NA,"Mazda","MX-5",2012,"F","","",FALSE,3,FALSE,43,"management","single","tertiary",0,483,0,0,43,"management","single","tertiary",0,483,0,0,"cellular",19,"aug",6,-1,0,NA,"11:26:08","11:41:58",NA,0.33,0.67
"29",4419,"HH0012228ae0","cellular",6,"may",2,-1,0,NA,NA,"Mercedes-Benz","M-Class",2010,"F","","",FALSE,5,FALSE,42,"admin.","divorced","secondary",0,24,1,0,42,"admin.","divorced","secondary",0,24,1,0,"cellular",6,"may",2,-1,0,NA,"11:54:05","11:57:44",NA,0.93,0.07
"30",4798,"HH8511d035be","cellular",26,"aug",13,-1,0,NA,NA,"Nissan","Altima",2017,"F","$1,145.30 ","",TRUE,4,FALSE,41,"management","divorced","tertiary",0,1757,0,0,41,"management","divorced","tertiary",0,1757,0,0,"cellular",26,"aug",13,-1,0,NA,"17:11:10","17:19:45",NA,0.403333333333333,0.596666666666667
"31",4994,"HHdd589f5523",NA,1,"jul",3,-1,0,NA,NA,"Volvo","XC90",2019,"M","","",FALSE,4,TRUE,41,"services","married","secondary",0,138,1,0,41,"services","married","secondary",0,138,1,0,NA,1,"jul",3,-1,0,NA,"14:33:09","14:35:25",NA,0.983333333333333,0.0166666666666667
"32",4130,"HHba3994b995","cellular",19,"nov",4,-1,0,NA,NA,"Mazda","Miata MX-5",2019,"M","","Asian Indian",FALSE,5,TRUE,35,"technician","married","secondary",0,0,1,0,35,"technician","married","secondary",0,0,1,0,"cellular",19,"nov",4,-1,0,NA,"14:39:44","14:50:28",NA,0.246666666666667,0.753333333333333
"33",4169,"HH600afe9fb6",NA,15,"may",4,-1,0,NA,NA,"Chevrolet","Express 1500",2010,"M","","",TRUE,1,FALSE,55,"management","single","tertiary",0,1092,1,1,55,"management","single","tertiary",0,1092,1,1,NA,15,"may",4,-1,0,NA,"12:03:26","12:06:48",NA,0.9,0.1
"34",4859,"HH119b4ec248","cellular",16,"feb",1,-1,0,NA,NA,"Porsche","911",2017,"F","","",TRUE,3,FALSE,28,"self-employed","single","tertiary",0,805,0,0,28,"self-employed","single","tertiary",0,805,0,0,"cellular",16,"feb",1,-1,0,NA,"10:15:25","10:20:56",NA,0.276666666666667,0.723333333333333
"35",4103,"HH6d48cca377","telephone",11,"sep",2,95,3,"other",NA,"Volkswagen","Eos",2018,"F","$609.35 ","Tlingit-Haida",TRUE,3,FALSE,28,"blue-collar","single","secondary",0,322,0,0,28,"blue-collar","single","secondary",0,322,0,0,"telephone",11,"sep",2,95,3,"other","15:51:37","15:55:37",NA,0.513333333333333,0.486666666666667
"36",4237,"HHe3956c27da",NA,20,"may",1,-1,0,NA,NA,"Volvo","S70",2010,"F","","",FALSE,2,FALSE,36,"technician","single","secondary",0,380,1,0,36,"technician","single","secondary",0,380,1,0,NA,20,"may",1,-1,0,NA,"17:37:38","17:39:52",NA,0.643333333333333,0.356666666666667
"37",4303,"HHacd7d6fe45","cellular",12,"may",1,370,2,"failure",NA,"GMC","Sierra 3500",2019,"M","","",TRUE,1,FALSE,30,"services","single","secondary",0,-158,1,0,30,"services","single","secondary",0,-158,1,0,"cellular",12,"may",1,370,2,"failure","13:59:08","14:06:14",NA,0.536666666666667,0.463333333333333
"38",4698,"HH02ef020a4a","cellular",29,"jul",2,-1,0,NA,NA,"Porsche","911",2006,"F","","",TRUE,5,FALSE,47,"services","single","secondary",0,917,0,0,47,"services","single","secondary",0,917,0,0,"cellular",29,"jul",2,-1,0,NA,"09:37:48","09:42:41",NA,0.486666666666667,0.513333333333333
"39",4716,"HH0265bbee08","cellular",7,"aug",2,-1,0,NA,NA,"Lexus","ES",2019,"F","","",TRUE,5,FALSE,49,"technician","married","secondary",0,597,1,1,49,"technician","married","secondary",0,597,1,1,"cellular",7,"aug",2,-1,0,NA,"17:31:13","17:33:47",NA,0.78,0.22
"40",4837,"HH93a8a9e7b5",NA,26,"may",2,-1,0,NA,NA,"Dodge","Intrepid",2012,"M","","",TRUE,2,FALSE,37,"blue-collar","married","secondary",0,125,0,0,37,"blue-collar","married","secondary",0,125,0,0,NA,26,"may",2,-1,0,NA,"09:39:39","09:50:58",NA,0.383333333333333,0.616666666666667
"41",4696,"HHfcd760e40c","cellular",13,"aug",1,105,2,"failure",NA,"Toyota","Prius",2014,"F","","",TRUE,1,FALSE,37,"technician","married","secondary",0,24,1,0,37,"technician","married","secondary",0,24,1,0,"cellular",13,"aug",1,105,2,"failure","16:01:17","16:03:33",NA,0.543333333333333,0.456666666666667
"42",4675,"HH068b8d296f","cellular",21,"nov",5,-1,0,NA,NA,"Shelby","GT500",1978,"M","$1,076.11 ","",FALSE,5,TRUE,57,"self-employed","single","primary",0,6056,1,0,57,"self-employed","single","primary",0,6056,1,0,"cellular",21,"nov",5,-1,0,NA,"14:43:55","14:44:13",NA,0.843333333333333,0.156666666666667
"43",4502,"HHf966f0bdd9",NA,6,"may",2,-1,0,NA,NA,"Lexus","SC",2012,"F","","",TRUE,1,TRUE,55,"blue-collar","married","secondary",0,840,1,0,55,"blue-collar","married","secondary",0,840,1,0,NA,6,"may",2,-1,0,NA,"11:51:13","11:56:23",NA,0.956666666666667,0.0433333333333333
"44",4580,"HHc4f5c9475f",NA,27,"may",1,-1,0,NA,NA,"Chevrolet","Venture",2007,"M","$567.13 ","",FALSE,3,TRUE,25,"blue-collar","married","secondary",0,97,1,0,25,"blue-collar","married","secondary",0,97,1,0,NA,27,"may",1,-1,0,NA,"10:27:14","10:39:03",NA,0.61,0.39
"45",4268,"HH57aaf2b405",NA,28,"may",9,-1,0,NA,NA,"GMC","Savana 2500",2016,"F","$744.66 ","",TRUE,3,FALSE,51,"entrepreneur","married",NA,0,606,1,0,51,"entrepreneur","married",NA,0,606,1,0,NA,28,"may",9,-1,0,NA,"14:44:10","14:53:30",NA,0.676666666666667,0.323333333333333
"46",4485,"HH171fae7734","cellular",25,"feb",1,87,10,"failure",NA,"Chevrolet","Suburban 1500",2017,"F","","",FALSE,3,FALSE,66,"management","married",NA,0,2149,1,0,66,"management","married",NA,0,2149,1,0,"cellular",25,"feb",1,87,10,"failure","14:52:36","14:54:14",NA,0.586666666666667,0.413333333333333
"47",4035,"HH8517bf79bb",NA,19,"may",1,-1,0,NA,NA,"Saab","900",2001,"F","","",FALSE,5,TRUE,46,"blue-collar","married","primary",0,7934,1,0,46,"blue-collar","married","primary",0,7934,1,0,NA,19,"may",1,-1,0,NA,"10:36:10","10:38:13",NA,0.97,0.03
"48",4542,"HH3fbb640624","cellular",7,"dec",1,-1,0,NA,NA,"Lincoln","Aviator",2014,"M","","",TRUE,5,TRUE,61,"retired","married","primary",0,103,0,0,61,"retired","married","primary",0,103,0,0,"cellular",7,"dec",1,-1,0,NA,"09:07:20","09:12:12",NA,0.303333333333333,0.696666666666667
"49",4949,"HHeb44e9178f","cellular",11,"aug",2,-1,0,NA,NA,"Chevrolet","Equinox",2019,"M","$696.40 ","Paraguayan",FALSE,2,FALSE,30,"technician","single","secondary",0,54,0,0,30,"technician","single","secondary",0,54,0,0,"cellular",11,"aug",2,-1,0,NA,"11:59:49","12:03:03",NA,0.613333333333333,0.386666666666667
"50",4534,"HH31e783cded","cellular",11,"aug",2,-1,0,NA,NA,"Lexus","IS",2014,"M","","",FALSE,5,TRUE,34,"technician","single","secondary",0,1763,0,0,34,"technician","single","secondary",0,1763,0,0,"cellular",11,"aug",2,-1,0,NA,"17:11:36","17:15:42",NA,0.346666666666667,0.653333333333333
"51",4047,"HHf70acd4c5e","cellular",29,"jun",1,586,2,"failure",NA,"Mitsubishi","Galant",1994,"M","","",TRUE,3,FALSE,60,"retired","married","secondary",0,11,0,0,60,"retired","married","secondary",0,11,0,0,"cellular",29,"jun",1,586,2,"failure","10:10:08","10:14:33",NA,0.32,0.68
"52",4979,"HHf2c748bc19",NA,4,"jun",15,-1,0,NA,NA,"Audi","Allroad",2011,"M","","Shoshone",TRUE,4,TRUE,30,"admin.","divorced","secondary",0,377,1,0,30,"admin.","divorced","secondary",0,377,1,0,NA,4,"jun",15,-1,0,NA,"14:04:32","14:13:16",NA,0.513333333333333,0.486666666666667
"53",4219,"HH52ee5ffcbe","cellular",3,"jun",3,-1,0,NA,NA,"Lexus","LX",2011,"F","","",FALSE,2,FALSE,30,"management","single","tertiary",0,3340,0,0,30,"management","single","tertiary",0,3340,0,0,"cellular",3,"jun",3,-1,0,NA,"11:17:47","11:21:45",NA,0.42,0.58
"54",4867,"HH0846ec71a5","cellular",13,"aug",2,-1,0,NA,NA,"Dodge","Journey",2019,"M","","",TRUE,1,TRUE,31,"management","single","tertiary",0,6413,0,0,31,"management","single","tertiary",0,6413,0,0,"cellular",13,"aug",2,-1,0,NA,"12:45:10","12:53:47",NA,0.66,0.34
"55",4816,"HH971108bf95","cellular",22,"apr",2,-1,0,NA,NA,"Honda","",2019,"M","","",FALSE,2,FALSE,69,"retired","divorced","tertiary",0,247,0,0,69,"retired","divorced","tertiary",0,247,0,0,"cellular",22,"apr",2,-1,0,NA,"12:15:11","12:17:29",NA,0.343333333333333,0.656666666666667
"56",4855,"HHed7b8acbe1","telephone",18,"nov",1,-1,0,NA,NA,"Chevrolet","K5 Blazer",2005,"F","","",FALSE,5,TRUE,48,"management","married","tertiary",0,1741,1,1,48,"management","married","tertiary",0,1741,1,1,"telephone",18,"nov",1,-1,0,NA,"13:17:20","13:18:00",NA,0.883333333333333,0.116666666666667
"57",4736,"HHe552c385c5","telephone",11,"may",1,284,4,"other",NA,"Dodge","Intrepid",2008,"F","","Melanesian",TRUE,4,FALSE,43,"blue-collar","married","primary",0,1579,1,0,43,"blue-collar","married","primary",0,1579,1,0,"telephone",11,"may",1,284,4,"other","17:51:01","17:53:57",NA,0.72,0.28
"58",4896,"HH05013b485d","cellular",18,"jul",1,-1,0,NA,NA,"","DeVille",2010,"F","","",FALSE,1,TRUE,36,"management","married","tertiary",0,1584,1,0,36,"management","married","tertiary",0,1584,1,0,"cellular",18,"jul",1,-1,0,NA,"15:57:45","16:00:43",NA,0.8,0.2
"59",4968,"HHbae111a38a",NA,5,"may",2,-1,0,NA,NA,"BMW","745",2015,"F","$590.55 ","",FALSE,5,TRUE,48,"blue-collar","married","secondary",0,904,1,0,48,"blue-collar","married","secondary",0,904,1,0,NA,5,"may",2,-1,0,NA,"15:18:30","15:20:38",NA,0.833333333333333,0.166666666666667
"60",4755,"HH4775aa6359",NA,28,"may",2,-1,0,NA,NA,"Isuzu","Rodeo",2003,"F","","",TRUE,3,TRUE,34,"management","single","tertiary",0,1058,1,0,34,"management","single","tertiary",0,1058,1,0,NA,28,"may",2,-1,0,NA,"09:08:08","09:22:32",NA,0.546666666666667,0.453333333333333
"61",4027,"HH6b8e4fad14","cellular",29,"oct",2,-1,0,NA,NA,"GMC","Sonoma",2002,"F","","Vietnamese",TRUE,2,FALSE,31,"management","married","tertiary",0,81,1,0,31,"management","married","tertiary",0,81,1,0,"cellular",29,"oct",2,-1,0,NA,"13:57:40","14:00:24",NA,0.643333333333333,0.356666666666667
"62",4434,"HH4bdeb9649f",NA,28,"may",1,-1,0,NA,NA,"Mitsubishi","3000GT",2003,"M","","",FALSE,1,TRUE,30,"services","married","secondary",0,419,1,0,30,"services","married","secondary",0,419,1,0,NA,28,"may",1,-1,0,NA,"13:27:41","13:34:11",NA,0.923333333333333,0.0766666666666667
"63",4138,"HH0f961b3e5a","cellular",8,"may",3,-1,0,NA,NA,"Ford","Mustang",2018,"F","","",FALSE,5,TRUE,43,"self-employed","married","secondary",0,56,1,0,43,"self-employed","married","secondary",0,56,1,0,"cellular",8,"may",3,-1,0,NA,"16:21:17","16:31:29",NA,0.39,0.61
"64",4592,"HH5ba1c0d598","cellular",18,"aug",6,-1,0,NA,NA,"Chevrolet","Silverado 1500",2016,"M","$709.26 ","",TRUE,2,TRUE,47,"admin.","married","tertiary",0,1979,0,0,47,"admin.","married","tertiary",0,1979,0,0,"cellular",18,"aug",6,-1,0,NA,"12:28:26","12:31:53",NA,0.466666666666667,0.533333333333333
"65",4809,"HH10b73ecf8f","cellular",6,"feb",2,-1,0,NA,NA,"Mitsubishi","Cordia",1994,"F","$304.71 ","",TRUE,3,FALSE,27,"management","single","secondary",0,116,1,0,27,"management","single","secondary",0,116,1,0,"cellular",6,"feb",2,-1,0,NA,"10:42:12","10:44:30",NA,0.87,0.13
"66",4659,"HH4e94776418","cellular",30,"jul",3,-1,0,NA,NA,"Ford","Edge",2019,"M","$685.42 ","",FALSE,3,FALSE,35,"unemployed","married",NA,0,144,0,0,35,"unemployed","married",NA,0,144,0,0,"cellular",30,"jul",3,-1,0,NA,"16:38:09","16:41:16",NA,0.8,0.2
"67",4338,"HH6a6e2953f3",NA,30,"may",5,-1,0,NA,NA,"Daewoo","Nubira",2012,"F","","",FALSE,4,FALSE,32,"blue-collar","married","secondary",0,501,1,1,32,"blue-collar","married","secondary",0,501,1,1,NA,30,"may",5,-1,0,NA,"10:50:24","10:51:07",NA,0.916666666666667,0.0833333333333333
"68",4595,"HHa2ad956e5a",NA,23,"may",4,-1,0,NA,NA,"Subaru","Loyale",2003,"F","","",TRUE,2,TRUE,33,"management","divorced","tertiary",0,471,0,0,33,"management","divorced","tertiary",0,471,0,0,NA,23,"may",4,-1,0,NA,"09:11:24","09:14:59",NA,0.94,0.06
"69",4050,"HH218241e883","cellular",31,"jul",8,-1,0,NA,NA,"Dodge","Durango",2019,"F","","",TRUE,2,FALSE,40,"admin.","single","secondary",0,816,0,0,40,"admin.","single","secondary",0,816,0,0,"cellular",31,"jul",8,-1,0,NA,"15:16:50","15:18:44",NA,0.846666666666667,0.153333333333333
"70",4761,"HHc892685deb","cellular",18,"mar",4,-1,0,NA,NA,"Cadillac","CTS",2017,"F","","Guatemalan",FALSE,3,TRUE,41,"services","single","secondary",0,-675,1,1,41,"services","single","secondary",0,-675,1,1,"cellular",18,"mar",4,-1,0,NA,"15:41:39","15:44:06",NA,0.8,0.2
"71",4773,"HHd15b038e2b","cellular",20,"apr",3,151,4,"failure",NA,"Volkswagen","GTI",2003,"F","","",TRUE,4,FALSE,32,"admin.","married","secondary",0,3052,1,1,32,"admin.","married","secondary",0,3052,1,1,"cellular",20,"apr",3,151,4,"failure","10:07:04","10:11:17",NA,0.67,0.33
"72",4124,"HHcf1d7fdc92","cellular",28,"oct",3,272,1,"failure",NA,"Ford","Edge",2017,"M","","",TRUE,1,TRUE,30,"admin.","single","secondary",0,914,1,0,30,"admin.","single","secondary",0,914,1,0,"cellular",28,"oct",3,272,1,"failure","14:26:35","14:35:19",NA,0.66,0.34
"73",4051,"HHa2bf77ee73","cellular",11,"aug",2,-1,0,NA,NA,"Nissan","Xterra",2017,"F","","",TRUE,3,FALSE,34,"technician","divorced","secondary",0,259,0,0,34,"technician","divorced","secondary",0,259,0,0,"cellular",11,"aug",2,-1,0,NA,"13:16:21","13:21:37",NA,0.363333333333333,0.636666666666667
"74",4625,"HHaa0132e2db","cellular",21,"nov",1,-1,0,NA,NA,"Acura","",2014,"M","","",TRUE,2,TRUE,32,"admin.","married","secondary",0,9049,1,0,32,"admin.","married","secondary",0,9049,1,0,"cellular",21,"nov",1,-1,0,NA,"11:42:05","11:51:01",NA,0.483333333333333,0.516666666666667
"75",4053,"HH7cc108f31c",NA,9,"may",3,-1,0,NA,NA,"Mercedes-Benz","C-Class",NA,"M","$121.36 ","",TRUE,5,FALSE,37,"admin.","divorced","secondary",0,34,1,0,37,"admin.","divorced","secondary",0,34,1,0,NA,9,"may",3,-1,0,NA,"15:27:55","15:30:19",NA,0.91,0.09
"76",4945,"HH4585f3bcae",NA,21,"may",1,-1,0,NA,NA,"Ford","Crown Victoria",2016,"M","","",FALSE,4,TRUE,35,"entrepreneur","married","secondary",0,350,1,0,35,"entrepreneur","married","secondary",0,350,1,0,NA,21,"may",1,-1,0,NA,"16:57:58","17:03:43",NA,0.926666666666667,0.0733333333333333
"77",4825,"HH943b98ad43","cellular",22,"aug",2,-1,0,NA,NA,"Subaru","Legacy",2009,"M","","",FALSE,3,FALSE,55,"blue-collar","married",NA,0,890,0,0,55,"blue-collar","married",NA,0,890,0,0,"cellular",22,"aug",2,-1,0,NA,"14:23:54","14:46:03",NA,0.29,0.71
"78",4377,"HH393068f2eb",NA,18,"jun",3,-1,0,NA,NA,"MINI","Cooper Clubman",2019,"F","","",FALSE,3,TRUE,44,"management","divorced","tertiary",0,0,0,0,44,"management","divorced","tertiary",0,0,0,0,NA,18,"jun",3,-1,0,NA,"15:52:54","16:01:05",NA,0.616666666666667,0.383333333333333
"79",4777,"HHc513a7c040","cellular",15,"may",1,298,2,"failure",NA,"Jeep","Liberty",2017,"F","","",TRUE,3,FALSE,30,"management","single","tertiary",0,872,1,0,30,"management","single","tertiary",0,872,1,0,"cellular",15,"may",1,298,2,"failure","12:46:05","12:47:06",NA,0.886666666666667,0.113333333333333
"80",4583,"HH3dba4e4e05","cellular",30,"apr",1,-1,0,NA,NA,"Volkswagen","GTI",2012,"F","","",TRUE,3,FALSE,52,"unemployed","married","secondary",0,94,0,0,52,"unemployed","married","secondary",0,94,0,0,"cellular",30,"apr",1,-1,0,NA,"12:21:49","12:25:53",NA,0.703333333333333,0.296666666666667
"81",4903,"HH882fe2e644","cellular",5,"may",2,350,2,"failure",NA,"Nissan","Maxima",2013,"M","","",FALSE,5,FALSE,32,"management","married","tertiary",0,4761,1,0,32,"management","married","tertiary",0,4761,1,0,"cellular",5,"may",2,350,2,"failure","10:17:56","10:20:35",NA,0.733333333333333,0.266666666666667
